"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"Y"
0.932048297482989	0.710219843369251	-1.03073498870478	0.903078813388998	-0.720217867437673	-1.28715969038682	1.09915635654691	0.66318100769873	1.7499490298483	0.0819821738336651	-0.0976451137770997	-0.33363188249619	0.439786644197401	-2.32078290103798	0.472196372198994	0.123817698948897	0.788773744678439	0.439541631107707	0.210838278256965	-0.290295270493275	1
0.98764477414678	0.644217072424863	0.647695136354585	0.318535625703802	0.292158674758294	0.516912643699386	0.531967844236887	0.751038235188528	0.306458826309708	-0.167993737657593	-0.547838091982108	-0.682461252783586	-0.751528618556587	-0.540490358493462	0.0912858299405605	-0.0228783805206909	0.127518191854425	-0.840956981008656	0.816834582427727	-1.36173567408695	1
0.812347128670089	-1.59015096454159	-1.52450161197456	0.687533412500611	1.397881783196	1.70197172615058	1.43331870581129	-0.8594150984718	-0.22123418688566	1.24110339570868	0.583856280049148	3.18868704044392	0.299800724844508	-1.01893579968432	-2.51625288516364	-2.56627106023815	-1.20613146804657	-1.28707393975929	-0.215798923345472	-0.898508898451578	1
0.745635254025077	0.759037358391003	0.988003295296676	0.60121679613203	-0.472172246448267	-1.96687900016735	0.486701763919409	0.781022092128002	1.17274517749492	0.626524994528683	0.35763543788016	0.541839355390057	0.861433536905249	-0.159589897246284	1.23085682777504	0.0642897327460629	-1.33125027527871	-1.23902048278393	0.761953447901771	-2.22824628504309	-1
-0.551829576353197	-1.6250263764677	0.896049186219857	0.773488035222885	1.09890403670304	2.11043233596872	0.159021136312774	-0.12537750923426	-1.91406458961802	-1.37106538461359	-0.276920253181169	0.768137518642197	1.72897885877076	-0.323844663824349	-0.176022891291965	-1.05161034675092	-0.915526000357546	-2.38284439705429	-0.110860366744619	-0.594935892123553	-1
0.502383089832208	-0.588466426219417	-0.315820948158213	-0.660906155645421	-0.238614327529042	-0.585892704078618	-0.455071262434028	-0.238160475675928	0.901328699103181	0.0115487142773125	0.244570271314905	0.221773699001019	0.578727612607558	0.76672810534544	-0.656364199028756	0.528171671277053	-0.0315540987239086	0.346176958285465	-0.245754593119944	-0.735889763257514	1
-0.0147676708882122	-0.196463167397363	-2.20332906366622	-0.120526121450814	0.524428429635452	1.08473272506599	1.10110204448648	0.309650298805563	0.437791326858184	-0.734863251879038	-0.663707678966762	-0.169661568383071	1.5978286825829	-0.577698946111877	0.188201840874989	1.07281527149946	-0.00340131586008989	-1.31445536280217	-1.10094531509887	-0.664408612158116	1
0.307964396894829	0.903544891924029	0.90476083532511	0.611062955809242	-0.986153052462676	-0.578669235912221	-0.908938677594562	-1.27009730645476	-0.823732574778118	-0.385938033248156	0.848745304347481	0.612754145220695	0.626332984774823	1.14449673482123	-0.789132391743831	-0.118096524975204	-0.452051476830521	1.845928261731	0.465560378548007	0.892268506052125	-1
0.703975635430514	-0.279043552445524	1.57005846597768	0.165431396968248	-0.976398997187278	0.969661016393338	0.647950093797805	0.766279637899388	-0.352275438452846	-0.0373003678181436	-1.86749152543914	-0.969461298107308	-0.344907864088289	-0.26752375294762	1.3054526942914	0.520110940165341	0.201151711334228	0.667511439858231	0.0105923668624864	1.08218362849124	-1
-0.139326108615956	-0.714608551338624	-0.429991799483124	-0.0760874541989983	0.84767637821981	-0.195789217293493	-1.29766343778416	-0.634403979386042	-1.12521386765922	-1.06144067072187	-0.315106776294629	0.177328590421518	-0.171468230994597	-0.264052451846668	0.280241108182325	-0.387789931803041	1.13655803006166	2.0831193167821	-0.841278699621829	0.77091670423626	-1
